date,value
2023-11-30,46
2023-12-01,67
2023-12-02,42
2023-12-03,52
2023-12-04,66
2023-12-05,64
2023-12-06,63
2023-12-07,68
2023-12-08,66
2023-12-09,42
2023-12-10,41
2023-12-11,59
2023-12-12,58
2023-12-13,50
2023-12-14,56
2023-12-15,41
2023-12-16,43
2023-12-17,26
2023-12-18,52
2023-12-19,57
2023-12-20,72
2023-12-21,60
2023-12-22,54
2023-12-23,42
2023-12-24,22
2023-12-25,29
2023-12-26,44
2023-12-27,50
2023-12-28,52
2023-12-29,46
2023-12-30,27
2023-12-31,30
2024-01-01,28
2024-01-02,52
2024-01-03,53
2024-01-04,63
2024-01-05,49
2024-01-06,29
2024-01-07,36
2024-01-08,53
2024-01-09,64
2024-01-10,58
2024-01-11,69
2024-01-12,80
2024-01-13,52
2024-01-14,33
2024-01-15,52
2024-01-16,60
2024-01-17,62
2024-01-18,68
2024-01-19,63
2024-01-20,47
2024-01-21,37
2024-01-22,44
2024-01-23,61
2024-01-24,57
2024-01-25,69
2024-01-26,57
2024-01-27,49
2024-01-28,25
2024-01-29,57
2024-01-30,60
2024-01-31,65
2024-02-01,74
2024-02-02,43
2024-02-03,47
2024-02-04,41
2024-02-05,56
2024-02-06,70
2024-02-07,60
2024-02-08,69
2024-02-09,45
2024-02-10,40
2024-02-11,45
2024-02-12,64
2024-02-13,62
2024-02-14,72
2024-02-15,69
2024-02-16,66
2024-02-17,40
2024-02-18,39
2024-02-19,63
2024-02-20,65
2024-02-21,60
2024-02-22,55
2024-02-23,53
2024-02-24,25
2024-02-25,36
2024-02-26,58
2024-02-27,58
2024-02-28,55
2024-02-29,60
2024-03-01,67
2024-03-02,31
2024-03-03,23
2024-03-04,52
2024-03-05,46
2024-03-06,61
2024-03-07,72
2024-03-08,55
2024-03-09,47
2024-03-10,35
2024-03-11,61
2024-03-12,82
2024-03-13,64
2024-03-14,82
2024-03-15,61
2024-03-16,31
2024-03-17,50
2024-03-18,65
2024-03-19,75
2024-03-20,76
2024-03-21,61
2024-03-22,68
2024-03-23,30
2024-03-24,44
2024-03-25,49
2024-03-26,58
2024-03-27,54
2024-03-28,53
2024-03-29,39
2024-03-30,35
2024-03-31,38
2024-04-01,45
2024-04-02,53
2024-04-03,64
2024-04-04,49
2024-04-05,61
2024-04-06,39
2024-04-07,33
2024-04-08,60
2024-04-09,66
2024-04-10,52
2024-04-11,53
2024-04-12,49
2024-04-13,30
2024-04-14,31
2024-04-15,53
2024-04-16,67
2024-04-17,55
2024-04-18,43
2024-04-19,43
2024-04-20,41
2024-04-21,32
2024-04-22,51
2024-04-23,57
2024-04-24,63
2024-04-25,66
2024-04-26,48
2024-04-27,34
2024-04-28,37
2024-04-29,61
2024-04-30,57
