date,value
2023-11-30,15
2023-12-01,19
2023-12-02,15
2023-12-03,10
2023-12-04,18
2023-12-05,17
2023-12-06,15
2023-12-07,18
2023-12-08,14
2023-12-09,8
2023-12-10,9
2023-12-11,21
2023-12-12,20
2023-12-13,17
2023-12-14,24
2023-12-15,15
2023-12-16,10
2023-12-17,10
2023-12-18,15
2023-12-19,13
2023-12-20,26
2023-12-21,16
2023-12-22,12
2023-12-23,6
2023-12-24,9
2023-12-25,9
2023-12-26,13
2023-12-27,18
2023-12-28,14
2023-12-29,12
2023-12-30,7
2023-12-31,12
2024-01-01,6
2024-01-02,17
2024-01-03,21
2024-01-04,12
2024-01-05,12
2024-01-06,9
2024-01-07,14
2024-01-08,19
2024-01-09,21
2024-01-10,20
2024-01-11,18
2024-01-12,14
2024-01-13,16
2024-01-14,9
2024-01-15,15
2024-01-16,15
2024-01-17,22
2024-01-18,24
2024-01-19,15
2024-01-20,10
2024-01-21,10
2024-01-22,29
2024-01-23,11
2024-01-24,18
2024-01-25,23
2024-01-26,19
2024-01-27,10
2024-01-28,8
2024-01-29,12
2024-01-30,15
2024-01-31,18
2024-02-01,18
2024-02-02,18
2024-02-03,7
2024-02-04,14
2024-02-05,19
2024-02-06,20
2024-02-07,25
2024-02-08,22
2024-02-09,14
2024-02-10,6
2024-02-11,10
2024-02-12,20
2024-02-13,15
2024-02-14,18
2024-02-15,13
2024-02-16,19
2024-02-17,11
2024-02-18,15
2024-02-19,13
2024-02-20,19
2024-02-21,11
2024-02-22,18
2024-02-23,15
2024-02-24,8
2024-02-25,10
2024-02-26,16
2024-02-27,18
2024-02-28,21
2024-02-29,19
2024-03-01,12
2024-03-02,9
2024-03-03,6
2024-03-04,13
2024-03-05,14
2024-03-06,21
2024-03-07,15
2024-03-08,17
2024-03-09,9
2024-03-10,8
2024-03-11,15
2024-03-12,17
2024-03-13,19
2024-03-14,21
2024-03-15,18
2024-03-16,12
2024-03-17,4
2024-03-18,19
2024-03-19,13
2024-03-20,22
2024-03-21,20
2024-03-22,17
2024-03-23,12
2024-03-24,9
2024-03-25,10
2024-03-26,18
2024-03-27,25
2024-03-28,28
2024-03-29,18
2024-03-30,7
2024-03-31,10
2024-04-01,16
2024-04-02,17
2024-04-03,22
2024-04-04,13
2024-04-05,18
2024-04-06,10
2024-04-07,11
2024-04-08,16
2024-04-09,18
2024-04-10,22
2024-04-11,19
2024-04-12,16
2024-04-13,4
2024-04-14,6
2024-04-15,18
2024-04-16,13
2024-04-17,17
2024-04-18,14
2024-04-19,16
2024-04-20,5
2024-04-21,12
2024-04-22,14
2024-04-23,16
2024-04-24,12
2024-04-25,12
2024-04-26,22
2024-04-27,3
2024-04-28,6
2024-04-29,17
2024-04-30,20
