date,value
2022-11-30,42
2022-12-01,46
2022-12-02,42
2022-12-03,32
2022-12-04,19
2022-12-05,41
2022-12-06,42
2022-12-07,53
2022-12-08,34
2022-12-09,30
2022-12-10,19
2022-12-11,26
2022-12-12,50
2022-12-13,34
2022-12-14,40
2022-12-15,49
2022-12-16,42
2022-12-17,21
2022-12-18,20
2022-12-19,40
2022-12-20,60
2022-12-21,51
2022-12-22,48
2022-12-23,48
2022-12-24,19
2022-12-25,16
2022-12-26,30
2022-12-27,38
2022-12-28,32
2022-12-29,38
2022-12-30,35
2022-12-31,18
2023-01-01,13
2023-01-02,27
2023-01-03,37
2023-01-04,41
2023-01-05,33
2023-01-06,40
2023-01-07,30
2023-01-08,27
2023-01-09,31
2023-01-10,37
2023-01-11,43
2023-01-12,40
2023-01-13,29
2023-01-14,21
2023-01-15,22
2023-01-16,28
2023-01-17,44
2023-01-18,52
2023-01-19,36
2023-01-20,27
2023-01-21,24
2023-01-22,28
2023-01-23,32
2023-01-24,49
2023-01-25,33
2023-01-26,37
2023-01-27,49
2023-01-28,22
2023-01-29,21
2023-01-30,44
2023-01-31,40
2023-02-01,33
2023-02-02,50
2023-02-03,42
2023-02-04,16
2023-02-05,24
2023-02-06,52
2023-02-07,50
2023-02-08,39
2023-02-09,53
2023-02-10,34
2023-02-11,25
2023-02-12,16
2023-02-13,40
2023-02-14,38
2023-02-15,35
2023-02-16,39
2023-02-17,27
2023-02-18,27
2023-02-19,28
2023-02-20,42
2023-02-21,51
2023-02-22,39
2023-02-23,40
2023-02-24,32
2023-02-25,24
2023-02-26,14
2023-02-27,46
2023-02-28,30
2023-03-01,45
2023-03-02,36
2023-03-03,32
2023-03-04,23
2023-03-05,24
2023-03-06,23
2023-03-07,17
2023-03-08,32
2023-03-09,34
2023-03-10,42
2023-03-11,24
2023-03-12,18
2023-03-13,24
2023-03-15,41
2023-03-16,43
2023-03-17,34
2023-03-18,17
2023-03-19,15
2023-03-20,31
2023-03-21,30
2023-03-22,41
2023-03-23,36
2023-03-24,36
2023-03-25,16
2023-03-26,17
2023-03-27,54
2023-03-28,53
2023-03-29,36
2023-03-30,39
2023-03-31,37
2023-04-01,25
2023-04-02,15
2023-04-03,28
2023-04-04,31
2023-04-05,40
2023-04-06,54
2023-04-07,16
2023-04-08,24
2023-04-09,22
2023-04-10,20
2023-04-11,20
2023-04-12,28
2023-04-13,49
2023-04-14,40
2023-04-15,27
2023-04-16,19
2023-04-17,35
2023-04-18,36
2023-04-19,47
2023-04-20,33
2023-04-21,27
2023-04-22,12
2023-04-23,13
2023-04-24,33
2023-04-25,35
2023-04-26,33
2023-04-27,24
2023-04-28,29
2023-04-29,24
2023-04-30,21
