date,value
2022-11-30,78
2022-12-01,89
2022-12-02,94
2022-12-03,52
2022-12-04,42
2022-12-05,83
2022-12-06,90
2022-12-07,86
2022-12-08,82
2022-12-09,70
2022-12-10,50
2022-12-11,63
2022-12-12,78
2022-12-13,68
2022-12-14,89
2022-12-15,51
2022-12-16,63
2022-12-17,42
2022-12-18,66
2022-12-19,76
2022-12-20,65
2022-12-21,77
2022-12-22,54
2022-12-23,55
2022-12-24,31
2022-12-25,32
2022-12-26,42
2022-12-27,46
2022-12-28,43
2022-12-29,48
2022-12-30,39
2022-12-31,33
2023-01-01,26
2023-01-02,52
2023-01-03,63
2023-01-04,65
2023-01-05,73
2023-01-06,57
2023-01-07,49
2023-01-08,36
2023-01-09,73
2023-01-10,64
2023-01-11,64
2023-01-12,71
2023-01-13,65
2023-01-14,41
2023-01-15,31
2023-01-16,54
2023-01-17,65
2023-01-18,61
2023-01-19,69
2023-01-20,42
2023-01-21,44
2023-01-22,31
2023-01-23,53
2023-01-24,66
2023-01-25,68
2023-01-26,72
2023-01-27,49
2023-01-28,33
2023-01-29,40
2023-01-30,63
2023-01-31,66
2023-02-01,74
2023-02-02,54
2023-02-03,46
2023-02-04,35
2023-02-05,43
2023-02-06,47
2023-02-07,60
2023-02-08,68
2023-02-09,68
2023-02-10,50
2023-02-11,36
2023-02-12,24
2023-02-13,43
2023-02-14,53
2023-02-15,51
2023-02-16,67
2023-02-17,56
2023-02-18,40
2023-02-19,44
2023-02-20,53
2023-02-21,48
2023-02-22,63
2023-02-23,65
2023-02-24,50
2023-02-25,29
2023-02-26,30
2023-02-27,38
2023-02-28,49
2023-03-01,49
2023-03-02,49
2023-03-03,51
2023-03-04,37
2023-03-05,33
2023-03-06,45
2023-03-07,51
2023-03-08,44
2023-03-09,55
2023-03-10,52
2023-03-11,37
2023-03-12,27
2023-03-13,38
2023-03-15,48
2023-03-16,56
2023-03-17,42
2023-03-18,31
2023-03-19,36
2023-03-20,43
2023-03-21,43
2023-03-22,43
2023-03-23,44
2023-03-24,37
2023-03-25,29
2023-03-26,29
2023-03-27,46
2023-03-28,50
2023-03-29,55
2023-03-30,61
2023-03-31,37
2023-04-01,29
2023-04-02,32
2023-04-03,48
2023-04-04,46
2023-04-05,48
2023-04-06,46
2023-04-07,36
2023-04-08,29
2023-04-09,27
2023-04-10,31
2023-04-11,46
2023-04-12,41
2023-04-13,41
2023-04-14,41
2023-04-15,23
2023-04-16,30
2023-04-17,27
2023-04-18,35
2023-04-19,44
2023-04-20,36
2023-04-21,39
2023-04-22,22
2023-04-23,29
2023-04-24,47
2023-04-25,30
2023-04-26,40
2023-04-27,38
2023-04-28,27
2023-04-29,17
2023-04-30,19
