date,value
2022-11-30,76
2022-12-01,74
2022-12-02,72
2022-12-03,43
2022-12-04,38
2022-12-05,87
2022-12-06,55
2022-12-07,81
2022-12-08,86
2022-12-09,68
2022-12-10,25
2022-12-11,51
2022-12-12,65
2022-12-13,60
2022-12-14,68
2022-12-15,70
2022-12-16,56
2022-12-17,37
2022-12-18,34
2022-12-19,67
2022-12-20,67
2022-12-21,69
2022-12-22,71
2022-12-23,54
2022-12-24,26
2022-12-25,18
2022-12-26,40
2022-12-27,49
2022-12-28,52
2022-12-29,53
2022-12-30,43
2022-12-31,20
2023-01-01,22
2023-01-02,46
2023-01-03,51
2023-01-04,61
2023-01-05,71
2023-01-06,53
2023-01-07,30
2023-01-08,25
2023-01-09,47
2023-01-10,60
2023-01-11,79
2023-01-12,64
2023-01-13,61
2023-01-14,34
2023-01-15,34
2023-01-16,48
2023-01-17,84
2023-01-18,69
2023-01-19,67
2023-01-20,62
2023-01-21,35
2023-01-22,41
2023-01-23,52
2023-01-24,65
2023-01-25,75
2023-01-26,64
2023-01-27,61
2023-01-28,31
2023-01-29,36
2023-01-30,64
2023-01-31,73
2023-02-01,58
2023-02-02,72
2023-02-03,62
2023-02-04,29
2023-02-05,30
2023-02-06,41
2023-02-07,59
2023-02-08,67
2023-02-09,61
2023-02-10,50
2023-02-11,29
2023-02-12,35
2023-02-13,49
2023-02-14,75
2023-02-15,50
2023-02-16,71
2023-02-17,59
2023-02-18,31
2023-02-19,34
2023-02-20,46
2023-02-21,62
2023-02-22,82
2023-02-23,75
2023-02-24,51
2023-02-25,34
2023-02-26,25
2023-02-27,57
2023-02-28,68
2023-03-01,61
2023-03-02,55
2023-03-03,65
2023-03-04,30
2023-03-05,28
2023-03-06,34
2023-03-07,70
2023-03-08,58
2023-03-09,61
2023-03-10,58
2023-03-11,31
2023-03-12,33
2023-03-13,54
2023-03-15,50
2023-03-16,63
2023-03-17,56
2023-03-18,32
2023-03-19,27
2023-03-20,59
2023-03-21,62
2023-03-22,52
2023-03-23,38
2023-03-24,47
2023-03-25,24
2023-03-26,28
2023-03-27,48
2023-03-28,52
2023-03-29,61
2023-03-30,41
2023-03-31,46
2023-04-01,28
2023-04-02,29
2023-04-03,47
2023-04-04,55
2023-04-05,46
2023-04-06,38
2023-04-07,42
2023-04-08,25
2023-04-09,15
2023-04-10,35
2023-04-11,35
2023-04-12,39
2023-04-13,48
2023-04-14,43
2023-04-15,27
2023-04-16,28
2023-04-17,42
2023-04-18,46
2023-04-19,47
2023-04-20,58
2023-04-21,46
2023-04-22,14
2023-04-23,20
2023-04-24,42
2023-04-25,45
2023-04-26,46
2023-04-27,48
2023-04-28,43
2023-04-29,21
2023-04-30,29
