user
15281908
8380272
1491895
506413
478884
23721172
22797782
9177877
509627
1766831
3348112
205608
202229
2001654
19355181
1709364
712649
1757464
20907368
493106
21848803
23692226
15302740
11248638
3679147
21342241
783119
12258363
256970
22642206
4902099
23720577
3411192
10686048
1845672
11107541
11940310
4390160
5317403
23673362
5346827
7058735
402022
11611653
12050506
2298955
23265120
21277303
1543303
5557309
7607190
2943403
3422102
4443784
2310289
2685812
4641116
901925
9014308
21235710
23511734
2755607
1394697
1664978
2605974
1972706
21187638
12903360
21253697
1275087
23695702
529403
12023921
88656
369434
589259
3161924
9473764
15497656
13357063
23690142
13710847
3959875
3141792
995714
5958045
23232662
10166393
1183996
2744722
12603785
23347281
534109
423497
207421
4581301
18706518
997112
21791459
19131815
23487335
3289949
13861187
13658399
20240963
5382650
15015675
9938317
23521180
1179593
2470818
21891079
6241235
3133316
574814
1296707
14151698
11695049
62576
631869
14868997
22483
2864316
23541403
13823097
8384568
2638032
283366
4339402
1746118
9043461
447901
14660
494134
2308683
23693369
3358272
2535843
525865
5193536
23185996
10685211
7609093
5053002
9312181
3181933
3783243
3418066
589924
23328325
23721780
20007958
13708022
1378721
4739488
7108653
8967239
924299
2487517
17131118
1947010
11930460
4999991
902497
16847687
11621991
97248
17124525
23557511
7215091
2887218
23715296
174777
2583670
22978170
13807288
17952786
3702797
2386894
5108796
22552197
438992
139985
23704885
131021
1444541
5156525
1185148
1690193
5754392
1048572
14739428
42585
23170794
15290689
23347279
1330560
2272684
6668657
3214202
15388164
213269
15327464
23693286
20358
2395796
23722206
7514527
3248148
21380206
7466674
9416847
8443430
14697693
5183800
23720753
15412256
2015909
16256826
10768262
8068295
23570921
16170683
11908728
20118901
5420223
18149855
4276928
2003111
5045688
224132
4459924
15336675
23363690
5221626
6463558
23649093
23668675
1127428
7687666
5599067
9352295
3934271
5772095
3122959
5792244
23505895
242076
3390898
18678851
21977248
22016319
7058266
3317161
4139809
18070009
6633045
7582247
20287183
20050544
10289265
21293535
13336642
19696445
802585
11042467
501250
23353507
7475450
11780744
294884
11872808
13722034
23723465
584183
18359438
256196
7565450
4665
1090745
20237633
16759116
7848981
10006183
1618513
6890912
17184842
16091765
20998625
954409
23723047
14285248
17729094
45375
6714627
8172857
19822882
19785512
12993861
16311811
20757000
12838877
23713776
3654128
2495283
1349269
22606938
10193493
22192445
18248018
4151599
1634358
23228298
6243352
508343
23641910
262064
7670262
21742096
22427957
2241579
939860
16093609
23573896
285587
10653208
21588207
398461
11182
535646
465183
8278630
442760
