date,value
2023-11-30,7
2023-12-01,15
2023-12-02,3
2023-12-03,5
2023-12-04,3
2023-12-05,4
2023-12-06,3
2023-12-07,8
2023-12-08,2
2023-12-09,5
2023-12-10,7
2023-12-11,12
2023-12-12,6
2023-12-13,9
2023-12-14,8
2023-12-15,8
2023-12-16,8
2023-12-17,4
2023-12-18,7
2023-12-19,4
2023-12-20,7
2023-12-21,5
2023-12-22,3
2023-12-23,4
2023-12-24,3
2023-12-25,2
2023-12-26,6
2023-12-27,4
2023-12-28,4
2023-12-29,4
2023-12-30,6
2023-12-31,6
2024-01-01,5
2024-01-02,2
2024-01-03,8
2024-01-04,8
2024-01-05,6
2024-01-06,8
2024-01-07,4
2024-01-08,8
2024-01-09,4
2024-01-10,6
2024-01-11,8
2024-01-12,4
2024-01-13,11
2024-01-14,13
2024-01-15,6
2024-01-16,4
2024-01-17,8
2024-01-18,5
2024-01-19,11
2024-01-20,7
2024-01-21,8
2024-01-22,11
2024-01-23,7
2024-01-24,9
2024-01-25,9
2024-01-26,5
2024-01-27,3
2024-01-28,6
2024-01-29,6
2024-01-30,6
2024-01-31,7
2024-02-01,7
2024-02-02,7
2024-02-03,9
2024-02-04,5
2024-02-05,8
2024-02-06,6
2024-02-07,9
2024-02-08,8
2024-02-09,3
2024-02-10,10
2024-02-11,6
2024-02-12,10
2024-02-13,7
2024-02-14,11
2024-02-15,6
2024-02-16,7
2024-02-17,4
2024-02-18,9
2024-02-19,7
2024-02-20,9
2024-02-21,8
2024-02-22,7
2024-02-23,9
2024-02-24,9
2024-02-25,5
2024-02-26,8
2024-02-27,5
2024-02-28,9
2024-02-29,3
2024-03-01,10
2024-03-02,4
2024-03-03,1
2024-03-04,4
2024-03-05,2
2024-03-06,7
2024-03-07,4
2024-03-08,7
2024-03-09,2
2024-03-10,4
2024-03-11,7
2024-03-12,8
2024-03-13,5
2024-03-14,6
2024-03-15,9
2024-03-16,9
2024-03-17,6
2024-03-18,13
2024-03-19,8
2024-03-20,6
2024-03-21,4
2024-03-22,9
2024-03-23,4
2024-03-24,5
2024-03-25,5
2024-03-26,5
2024-03-27,7
2024-03-28,9
2024-03-29,3
2024-03-30,4
2024-03-31,5
2024-04-01,6
2024-04-02,5
2024-04-03,7
2024-04-04,12
2024-04-05,6
2024-04-06,6
2024-04-07,6
2024-04-08,7
2024-04-09,6
2024-04-10,2
2024-04-11,7
2024-04-12,9
2024-04-13,3
2024-04-14,3
2024-04-15,7
2024-04-16,15
2024-04-17,11
2024-04-18,9
2024-04-19,6
2024-04-20,3
2024-04-21,11
2024-04-22,8
2024-04-23,2
2024-04-24,7
2024-04-25,8
2024-04-26,3
2024-04-27,7
2024-04-28,8
2024-04-29,4
2024-04-30,10
