date,value
2022-11-30,260
2022-12-01,277
2022-12-02,237
2022-12-03,157
2022-12-04,135
2022-12-05,254
2022-12-06,276
2022-12-07,277
2022-12-08,234
2022-12-09,208
2022-12-10,111
2022-12-11,126
2022-12-12,237
2022-12-13,235
2022-12-14,224
2022-12-15,229
2022-12-16,213
2022-12-17,133
2022-12-18,124
2022-12-19,242
2022-12-20,243
2022-12-21,235
2022-12-22,218
2022-12-23,183
2022-12-24,92
2022-12-25,89
2022-12-26,156
2022-12-27,168
2022-12-28,194
2022-12-29,205
2022-12-30,179
2022-12-31,86
2023-01-01,82
2023-01-02,176
2023-01-03,217
2023-01-04,228
2023-01-05,263
2023-01-06,186
2023-01-07,141
2023-01-08,128
2023-01-09,204
2023-01-10,213
2023-01-11,236
2023-01-12,256
2023-01-13,196
2023-01-14,114
2023-01-15,144
2023-01-16,190
2023-01-17,218
2023-01-18,235
2023-01-19,211
2023-01-20,187
2023-01-21,123
2023-01-22,109
2023-01-23,219
2023-01-24,184
2023-01-25,231
2023-01-26,191
2023-01-27,193
2023-01-28,110
2023-01-29,138
2023-01-30,231
2023-01-31,230
2023-02-01,195
2023-02-02,241
2023-02-03,200
2023-02-04,123
2023-02-05,95
2023-02-06,231
2023-02-07,233
2023-02-08,240
2023-02-09,240
2023-02-10,180
2023-02-11,120
2023-02-12,118
2023-02-13,200
2023-02-14,226
2023-02-15,215
2023-02-16,232
2023-02-17,207
2023-02-18,121
2023-02-19,116
2023-02-20,219
2023-02-21,221
2023-02-22,224
2023-02-23,228
2023-02-24,180
2023-02-25,107
2023-02-26,103
2023-02-27,191
2023-02-28,204
2023-03-01,227
2023-03-02,210
2023-03-03,183
2023-03-04,109
2023-03-05,101
2023-03-06,184
2023-03-07,213
2023-03-08,198
2023-03-09,212
2023-03-10,202
2023-03-11,127
2023-03-12,113
2023-03-13,214
2023-03-15,222
2023-03-16,227
2023-03-17,191
2023-03-18,116
2023-03-19,111
2023-03-20,190
2023-03-21,204
2023-03-22,218
2023-03-23,221
2023-03-24,234
2023-03-25,125
2023-03-26,119
2023-03-27,196
2023-03-28,210
2023-03-29,229
2023-03-30,248
2023-03-31,200
2023-04-01,121
2023-04-02,106
2023-04-03,221
2023-04-04,203
2023-04-05,204
2023-04-06,210
2023-04-07,189
2023-04-08,122
2023-04-09,120
2023-04-10,151
2023-04-11,240
2023-04-12,212
2023-04-13,214
2023-04-14,230
2023-04-15,152
2023-04-16,131
2023-04-17,252
2023-04-18,234
2023-04-19,220
2023-04-20,241
2023-04-21,193
2023-04-22,108
2023-04-23,132
2023-04-24,188
2023-04-25,191
2023-04-26,212
2023-04-27,199
2023-04-28,156
2023-04-29,79
2023-04-30,88
