date,value
2022-07-01,106
2022-07-02,56
2022-07-03,69
2022-07-04,128
2022-07-05,142
2022-07-06,134
2022-07-07,146
2022-07-08,118
2022-07-09,55
2022-07-10,77
2022-07-11,110
2022-07-12,142
2022-07-13,133
2022-07-14,141
2022-07-15,132
2022-07-16,65
2022-07-17,66
2022-07-18,129
2022-07-19,162
2022-07-20,162
2022-07-21,124
2022-07-22,129
2022-07-23,69
2022-07-24,60
2022-07-25,128
2022-07-26,138
2022-07-27,160
2022-07-28,130
2022-07-29,100
2022-07-30,65
2022-07-31,68
2022-08-01,121
2022-08-02,113
2022-08-03,135
2022-08-04,152
2022-08-05,133
2022-08-06,86
2022-08-07,79
2022-08-08,131
2022-08-09,141
2022-08-10,165
2022-08-11,123
2022-08-12,128
2022-08-13,62
2022-08-14,55
2022-08-15,109
2022-08-16,147
2022-08-17,140
2022-08-18,126
2022-08-19,109
2022-08-20,86
2022-08-21,72
2022-08-22,126
2022-08-23,154
2022-08-24,134
2022-08-25,158
2022-08-26,111
2022-08-27,64
2022-08-28,56
2022-08-29,124
2022-08-30,128
2022-08-31,130
2022-09-01,142
2022-09-02,125
2022-09-03,68
2022-09-04,66
2022-09-05,119
2022-09-06,130
2022-09-07,154
2022-09-08,120
2022-09-09,127
2022-09-10,74
2022-09-11,60
2022-09-12,103
2022-09-13,145
2022-09-14,124
2022-09-15,138
2022-09-16,127
2022-09-17,58
2022-09-18,61
2022-09-19,114
2022-09-20,139
2022-09-21,136
2022-09-22,139
2022-09-23,114
2022-09-24,56
2022-09-25,59
2022-09-26,116
2022-09-27,156
2022-09-28,142
2022-09-29,141
2022-09-30,102
2022-10-01,66
2022-10-02,66
2022-10-03,109
2022-10-04,125
2022-10-05,135
2022-10-06,154
2022-10-07,97
2022-10-08,58
2022-10-09,64
2022-10-10,110
2022-10-11,145
2022-10-12,123
2022-10-13,131
2022-10-14,140
2022-10-15,76
2022-10-16,72
2022-10-17,105
2022-10-18,139
2022-10-19,158
2022-10-20,144
2022-10-21,103
2022-10-22,75
2022-10-23,53
2022-10-24,101
2022-10-25,124
2022-10-26,132
2022-10-27,132
2022-10-28,114
2022-10-29,55
2022-10-30,84
2022-10-31,101
2022-11-01,130
2022-11-02,149
2022-11-03,137
2022-11-04,129
2022-11-05,78
2022-11-06,84
2022-11-07,124
2022-11-08,115
2022-11-09,131
2022-11-10,134
2022-11-11,123
2022-11-12,77
2022-11-13,74
2022-11-14,138
2022-11-15,161
2022-11-16,134
2022-11-17,159
2022-11-18,124
2022-11-19,61
2022-11-20,89
2022-11-21,105
2022-11-22,132
2022-11-23,154
2022-11-24,133
2022-11-25,107
2022-11-26,70
2022-11-27,67
2022-11-28,129
2022-11-29,122
