date,value
2022-07-01,537
2022-07-02,303
2022-07-03,325
2022-07-04,510
2022-07-05,599
2022-07-06,598
2022-07-07,540
2022-07-08,479
2022-07-09,319
2022-07-10,324
2022-07-11,494
2022-07-12,509
2022-07-13,600
2022-07-14,567
2022-07-15,482
2022-07-16,326
2022-07-17,309
2022-07-18,563
2022-07-19,636
2022-07-20,624
2022-07-21,574
2022-07-22,551
2022-07-23,305
2022-07-24,353
2022-07-25,576
2022-07-26,609
2022-07-27,654
2022-07-28,638
2022-07-29,514
2022-07-30,315
2022-07-31,373
2022-08-01,558
2022-08-02,534
2022-08-03,560
2022-08-04,589
2022-08-05,535
2022-08-06,347
2022-08-07,388
2022-08-08,537
2022-08-09,580
2022-08-10,642
2022-08-11,557
2022-08-12,528
2022-08-13,357
2022-08-14,331
2022-08-15,455
2022-08-16,605
2022-08-17,602
2022-08-18,555
2022-08-19,523
2022-08-20,324
2022-08-21,343
2022-08-22,541
2022-08-23,511
2022-08-24,598
2022-08-25,578
2022-08-26,513
2022-08-27,283
2022-08-28,365
2022-08-29,501
2022-08-30,626
2022-08-31,524
2022-09-01,573
2022-09-02,530
2022-09-03,326
2022-09-04,340
2022-09-05,526
2022-09-06,535
2022-09-07,564
2022-09-08,542
2022-09-09,509
2022-09-10,335
2022-09-11,338
2022-09-12,481
2022-09-13,531
2022-09-14,539
2022-09-15,554
2022-09-16,502
2022-09-17,337
2022-09-18,339
2022-09-19,468
2022-09-20,541
2022-09-21,554
2022-09-22,499
2022-09-23,464
2022-09-24,343
2022-09-25,315
2022-09-26,476
2022-09-27,552
2022-09-28,549
2022-09-29,548
2022-09-30,453
2022-10-01,368
2022-10-02,286
2022-10-03,477
2022-10-04,526
2022-10-05,511
2022-10-06,529
2022-10-07,453
2022-10-08,303
2022-10-09,371
2022-10-10,452
2022-10-11,495
2022-10-12,580
2022-10-13,532
2022-10-14,513
2022-10-15,304
2022-10-16,331
2022-10-17,478
2022-10-18,512
2022-10-19,557
2022-10-20,605
2022-10-21,506
2022-10-22,322
2022-10-23,328
2022-10-24,471
2022-10-25,531
2022-10-26,507
2022-10-27,542
2022-10-28,498
2022-10-29,320
2022-10-30,347
2022-10-31,487
2022-11-01,526
2022-11-02,533
2022-11-03,533
2022-11-04,503
2022-11-05,354
2022-11-06,370
2022-11-07,545
2022-11-08,553
2022-11-09,571
2022-11-10,567
2022-11-11,475
2022-11-12,328
2022-11-13,311
2022-11-14,545
2022-11-15,571
2022-11-16,616
2022-11-17,544
2022-11-18,496
2022-11-19,345
2022-11-20,359
2022-11-21,486
2022-11-22,570
2022-11-23,528
2022-11-24,544
2022-11-25,453
2022-11-26,320
2022-11-27,301
2022-11-28,478
2022-11-29,511
