date,value
2022-07-01,44
2022-07-02,22
2022-07-03,30
2022-07-04,48
2022-07-05,48
2022-07-06,54
2022-07-07,45
2022-07-08,35
2022-07-09,17
2022-07-10,19
2022-07-11,44
2022-07-12,35
2022-07-13,42
2022-07-14,54
2022-07-15,51
2022-07-16,17
2022-07-17,30
2022-07-18,59
2022-07-19,57
2022-07-20,49
2022-07-21,45
2022-07-22,49
2022-07-23,19
2022-07-24,35
2022-07-25,49
2022-07-26,48
2022-07-27,53
2022-07-28,40
2022-07-29,39
2022-07-30,19
2022-07-31,25
2022-08-01,38
2022-08-02,50
2022-08-03,46
2022-08-04,50
2022-08-05,40
2022-08-06,22
2022-08-07,25
2022-08-08,41
2022-08-09,54
2022-08-10,45
2022-08-11,46
2022-08-12,45
2022-08-13,25
2022-08-14,38
2022-08-15,38
2022-08-16,47
2022-08-17,43
2022-08-18,42
2022-08-19,41
2022-08-20,25
2022-08-21,20
2022-08-22,56
2022-08-23,55
2022-08-24,54
2022-08-25,50
2022-08-26,31
2022-08-27,29
2022-08-28,26
2022-08-29,32
2022-08-30,50
2022-08-31,43
2022-09-01,59
2022-09-02,49
2022-09-03,19
2022-09-04,22
2022-09-05,51
2022-09-06,52
2022-09-07,65
2022-09-08,46
2022-09-09,39
2022-09-10,17
2022-09-11,26
2022-09-12,44
2022-09-13,48
2022-09-14,51
2022-09-15,51
2022-09-16,34
2022-09-17,24
2022-09-18,30
2022-09-19,54
2022-09-20,57
2022-09-21,53
2022-09-22,55
2022-09-23,49
2022-09-24,18
2022-09-25,19
2022-09-26,46
2022-09-27,56
2022-09-28,55
2022-09-29,46
2022-09-30,47
2022-10-01,21
2022-10-02,24
2022-10-03,36
2022-10-04,38
2022-10-05,49
2022-10-06,50
2022-10-07,46
2022-10-08,20
2022-10-09,19
2022-10-10,43
2022-10-11,41
2022-10-12,62
2022-10-13,51
2022-10-14,42
2022-10-15,31
2022-10-16,20
2022-10-17,50
2022-10-18,47
2022-10-19,51
2022-10-20,47
2022-10-21,52
2022-10-22,29
2022-10-23,31
2022-10-24,49
2022-10-25,47
2022-10-26,47
2022-10-27,59
2022-10-28,36
2022-10-29,28
2022-10-30,36
2022-10-31,35
2022-11-01,38
2022-11-02,44
2022-11-03,52
2022-11-04,45
2022-11-05,31
2022-11-06,28
2022-11-07,50
2022-11-08,54
2022-11-09,51
2022-11-10,43
2022-11-11,41
2022-11-12,17
2022-11-13,26
2022-11-14,41
2022-11-15,51
2022-11-16,59
2022-11-17,57
2022-11-18,44
2022-11-19,27
2022-11-20,31
2022-11-21,55
2022-11-22,58
2022-11-23,57
2022-11-24,56
2022-11-25,44
2022-11-26,27
2022-11-27,30
2022-11-28,54
2022-11-29,53
