date,value
2022-07-01,58
2022-07-02,35
2022-07-03,49
2022-07-04,60
2022-07-05,65
2022-07-06,62
2022-07-07,73
2022-07-08,50
2022-07-09,44
2022-07-10,32
2022-07-11,60
2022-07-12,60
2022-07-13,45
2022-07-14,60
2022-07-15,66
2022-07-16,41
2022-07-17,37
2022-07-18,69
2022-07-19,73
2022-07-20,64
2022-07-21,72
2022-07-22,58
2022-07-23,51
2022-07-24,43
2022-07-25,48
2022-07-26,62
2022-07-27,79
2022-07-28,58
2022-07-29,54
2022-07-30,41
2022-07-31,44
2022-08-01,63
2022-08-02,76
2022-08-03,55
2022-08-04,48
2022-08-05,43
2022-08-06,43
2022-08-07,31
2022-08-08,67
2022-08-09,68
2022-08-10,77
2022-08-11,57
2022-08-12,64
2022-08-13,41
2022-08-14,42
2022-08-15,43
2022-08-16,59
2022-08-17,60
2022-08-18,53
2022-08-19,55
2022-08-20,41
2022-08-21,33
2022-08-22,62
2022-08-23,51
2022-08-24,68
2022-08-25,75
2022-08-26,56
2022-08-27,36
2022-08-28,37
2022-08-29,52
2022-08-30,65
2022-08-31,63
2022-09-01,44
2022-09-02,51
2022-09-03,31
2022-09-04,37
2022-09-05,66
2022-09-06,58
2022-09-07,75
2022-09-08,76
2022-09-09,52
2022-09-10,40
2022-09-11,42
2022-09-12,61
2022-09-13,75
2022-09-14,61
2022-09-15,78
2022-09-16,65
2022-09-17,37
2022-09-18,45
2022-09-19,49
2022-09-20,69
2022-09-21,66
2022-09-22,58
2022-09-23,54
2022-09-24,37
2022-09-25,33
2022-09-26,43
2022-09-27,52
2022-09-28,66
2022-09-29,60
2022-09-30,53
2022-10-01,32
2022-10-02,34
2022-10-03,62
2022-10-04,68
2022-10-05,55
2022-10-06,68
2022-10-07,52
2022-10-08,32
2022-10-09,32
2022-10-10,70
2022-10-11,59
2022-10-12,73
2022-10-13,53
2022-10-14,39
2022-10-15,41
2022-10-16,39
2022-10-17,67
2022-10-18,79
2022-10-19,56
2022-10-20,78
2022-10-21,53
2022-10-22,25
2022-10-23,32
2022-10-24,67
2022-10-25,55
2022-10-26,83
2022-10-27,63
2022-10-28,49
2022-10-29,30
2022-10-30,37
2022-10-31,51
2022-11-01,56
2022-11-02,58
2022-11-03,53
2022-11-04,48
2022-11-05,48
2022-11-06,38
2022-11-07,57
2022-11-08,60
2022-11-09,62
2022-11-10,62
2022-11-11,60
2022-11-12,28
2022-11-13,34
2022-11-14,60
2022-11-15,58
2022-11-16,85
2022-11-17,64
2022-11-18,48
2022-11-19,26
2022-11-20,33
2022-11-21,61
2022-11-22,66
2022-11-23,59
2022-11-24,66
2022-11-25,57
2022-11-26,35
2022-11-27,35
2022-11-28,66
2022-11-29,70
