date,value
2022-07-01,70
2022-07-02,41
2022-07-03,37
2022-07-04,73
2022-07-05,67
2022-07-06,76
2022-07-07,82
2022-07-08,59
2022-07-09,23
2022-07-10,37
2022-07-11,57
2022-07-12,83
2022-07-13,71
2022-07-14,80
2022-07-15,70
2022-07-16,31
2022-07-17,35
2022-07-18,73
2022-07-19,74
2022-07-20,79
2022-07-21,91
2022-07-22,55
2022-07-23,32
2022-07-24,35
2022-07-25,74
2022-07-26,67
2022-07-27,94
2022-07-28,68
2022-07-29,54
2022-07-30,44
2022-07-31,56
2022-08-01,74
2022-08-02,74
2022-08-03,80
2022-08-04,94
2022-08-05,68
2022-08-06,34
2022-08-07,29
2022-08-08,76
2022-08-09,83
2022-08-10,74
2022-08-11,72
2022-08-12,77
2022-08-13,28
2022-08-14,30
2022-08-15,52
2022-08-16,61
2022-08-17,56
2022-08-18,83
2022-08-19,53
2022-08-20,48
2022-08-21,34
2022-08-22,77
2022-08-23,78
2022-08-24,76
2022-08-25,91
2022-08-26,55
2022-08-27,45
2022-08-28,32
2022-08-29,68
2022-08-30,67
2022-08-31,66
2022-09-01,73
2022-09-02,56
2022-09-03,28
2022-09-04,33
2022-09-05,78
2022-09-06,72
2022-09-07,80
2022-09-08,84
2022-09-09,68
2022-09-10,27
2022-09-11,21
2022-09-12,66
2022-09-13,65
2022-09-14,65
2022-09-15,72
2022-09-16,71
2022-09-17,22
2022-09-18,33
2022-09-19,59
2022-09-20,59
2022-09-21,70
2022-09-22,70
2022-09-23,47
2022-09-24,30
2022-09-25,26
2022-09-26,48
2022-09-27,57
2022-09-28,73
2022-09-29,77
2022-09-30,55
2022-10-01,32
2022-10-02,27
2022-10-03,47
2022-10-04,70
2022-10-05,40
2022-10-06,81
2022-10-07,67
2022-10-08,43
2022-10-09,31
2022-10-10,75
2022-10-11,72
2022-10-12,71
2022-10-13,75
2022-10-14,83
2022-10-15,41
2022-10-16,27
2022-10-17,86
2022-10-18,84
2022-10-19,75
2022-10-20,55
2022-10-21,56
2022-10-22,42
2022-10-23,26
2022-10-24,49
2022-10-25,72
2022-10-26,81
2022-10-27,67
2022-10-28,54
2022-10-29,33
2022-10-30,22
2022-10-31,53
2022-11-01,63
2022-11-02,79
2022-11-03,59
2022-11-04,63
2022-11-05,35
2022-11-06,37
2022-11-07,64
2022-11-08,76
2022-11-09,75
2022-11-10,71
2022-11-11,60
2022-11-12,27
2022-11-13,40
2022-11-14,62
2022-11-15,77
2022-11-16,81
2022-11-17,84
2022-11-18,78
2022-11-19,46
2022-11-20,28
2022-11-21,55
2022-11-22,85
2022-11-23,73
2022-11-24,65
2022-11-25,82
2022-11-26,43
2022-11-27,32
2022-11-28,76
2022-11-29,82
