date,value
2022-11-30,78
2022-12-01,84
2022-12-02,70
2022-12-03,38
2022-12-04,45
2022-12-05,59
2022-12-06,64
2022-12-07,67
2022-12-08,55
2022-12-09,60
2022-12-10,41
2022-12-11,31
2022-12-12,77
2022-12-13,89
2022-12-14,80
2022-12-15,58
2022-12-16,65
2022-12-17,39
2022-12-18,32
2022-12-19,56
2022-12-20,66
2022-12-21,77
2022-12-22,71
2022-12-23,69
2022-12-24,41
2022-12-25,30
2022-12-26,48
2022-12-27,63
2022-12-28,72
2022-12-29,53
2022-12-30,49
2022-12-31,32
2023-01-01,25
2023-01-02,42
2023-01-03,64
2023-01-04,62
2023-01-05,56
2023-01-06,62
2023-01-07,44
2023-01-08,30
2023-01-09,64
2023-01-10,62
2023-01-11,82
2023-01-12,58
2023-01-13,53
2023-01-14,34
2023-01-15,41
2023-01-16,62
2023-01-17,71
2023-01-18,70
2023-01-19,62
2023-01-20,50
2023-01-21,35
2023-01-22,41
2023-01-23,62
2023-01-24,54
2023-01-25,62
2023-01-26,55
2023-01-27,56
2023-01-28,39
2023-01-29,40
2023-01-30,74
2023-01-31,68
2023-02-01,66
2023-02-02,58
2023-02-03,51
2023-02-04,41
2023-02-05,32
2023-02-06,67
2023-02-07,61
2023-02-08,67
2023-02-09,61
2023-02-10,54
2023-02-11,39
2023-02-12,34
2023-02-13,58
2023-02-14,57
2023-02-15,57
2023-02-16,64
2023-02-17,53
2023-02-18,43
2023-02-19,42
2023-02-20,66
2023-02-21,54
2023-02-22,75
2023-02-23,70
2023-02-24,65
2023-02-25,32
2023-02-26,45
2023-02-27,73
2023-02-28,66
2023-03-01,63
2023-03-02,59
2023-03-03,54
2023-03-04,30
2023-03-05,37
2023-03-06,66
2023-03-07,51
2023-03-08,51
2023-03-09,69
2023-03-10,43
2023-03-11,34
2023-03-12,40
2023-03-13,48
2023-03-15,75
2023-03-16,62
2023-03-17,58
2023-03-18,34
2023-03-19,39
2023-03-20,67
2023-03-21,51
2023-03-22,53
2023-03-23,81
2023-03-24,55
2023-03-25,35
2023-03-26,31
2023-03-27,41
2023-03-28,59
2023-03-29,68
2023-03-30,47
2023-03-31,45
2023-04-01,30
2023-04-02,31
2023-04-03,43
2023-04-04,51
2023-04-05,51
2023-04-06,43
2023-04-07,51
2023-04-08,26
2023-04-09,35
2023-04-10,42
2023-04-11,56
2023-04-12,55
2023-04-13,61
2023-04-14,44
2023-04-15,24
2023-04-16,40
2023-04-17,64
2023-04-18,65
2023-04-19,61
2023-04-20,50
2023-04-21,44
2023-04-22,37
2023-04-23,23
2023-04-24,50
2023-04-25,53
2023-04-26,47
2023-04-27,57
2023-04-28,43
2023-04-29,29
2023-04-30,19
