date,value
2022-11-30,97
2022-12-01,102
2022-12-02,84
2022-12-03,39
2022-12-04,47
2022-12-05,78
2022-12-06,85
2022-12-07,82
2022-12-08,91
2022-12-09,84
2022-12-10,32
2022-12-11,51
2022-12-12,86
2022-12-13,91
2022-12-14,93
2022-12-15,89
2022-12-16,79
2022-12-17,38
2022-12-18,43
2022-12-19,73
2022-12-20,103
2022-12-21,106
2022-12-22,85
2022-12-23,69
2022-12-24,29
2022-12-25,26
2022-12-26,48
2022-12-27,87
2022-12-28,53
2022-12-29,71
2022-12-30,59
2022-12-31,26
2023-01-01,38
2023-01-02,65
2023-01-03,76
2023-01-04,93
2023-01-05,79
2023-01-06,84
2023-01-07,43
2023-01-08,33
2023-01-09,71
2023-01-10,92
2023-01-11,118
2023-01-12,99
2023-01-13,88
2023-01-14,32
2023-01-15,37
2023-01-16,79
2023-01-17,90
2023-01-18,113
2023-01-19,106
2023-01-20,80
2023-01-21,46
2023-01-22,34
2023-01-23,57
2023-01-24,85
2023-01-25,77
2023-01-26,98
2023-01-27,90
2023-01-28,37
2023-01-29,39
2023-01-30,74
2023-01-31,74
2023-02-01,69
2023-02-02,91
2023-02-03,95
2023-02-04,42
2023-02-05,36
2023-02-06,82
2023-02-07,94
2023-02-08,89
2023-02-09,94
2023-02-10,79
2023-02-11,31
2023-02-12,38
2023-02-13,86
2023-02-14,88
2023-02-15,89
2023-02-16,94
2023-02-17,80
2023-02-18,34
2023-02-19,29
2023-02-20,89
2023-02-21,91
2023-02-22,75
2023-02-23,88
2023-02-24,76
2023-02-25,42
2023-02-26,22
2023-02-27,88
2023-02-28,81
2023-03-01,80
2023-03-02,102
2023-03-03,90
2023-03-04,38
2023-03-05,26
2023-03-06,66
2023-03-07,70
2023-03-08,67
2023-03-09,73
2023-03-10,66
2023-03-11,28
2023-03-12,29
2023-03-13,74
2023-03-15,85
2023-03-16,88
2023-03-17,62
2023-03-18,33
2023-03-19,31
2023-03-20,56
2023-03-21,64
2023-03-22,71
2023-03-23,79
2023-03-24,65
2023-03-25,26
2023-03-26,43
2023-03-27,85
2023-03-28,62
2023-03-29,73
2023-03-30,65
2023-03-31,76
2023-04-01,29
2023-04-02,31
2023-04-03,79
2023-04-04,71
2023-04-05,77
2023-04-06,61
2023-04-07,46
2023-04-08,38
2023-04-09,24
2023-04-10,53
2023-04-11,77
2023-04-12,71
2023-04-13,72
2023-04-14,69
2023-04-15,37
2023-04-16,32
2023-04-17,69
2023-04-18,93
2023-04-19,82
2023-04-20,77
2023-04-21,55
2023-04-22,27
2023-04-23,23
2023-04-24,61
2023-04-25,75
2023-04-26,83
2023-04-27,70
2023-04-28,70
2023-04-29,27
2023-04-30,22
