date,value
2022-07-01,75
2022-07-02,47
2022-07-03,54
2022-07-04,62
2022-07-05,80
2022-07-06,88
2022-07-07,80
2022-07-08,71
2022-07-09,38
2022-07-10,33
2022-07-11,78
2022-07-12,86
2022-07-13,88
2022-07-14,97
2022-07-15,73
2022-07-16,47
2022-07-17,46
2022-07-18,82
2022-07-19,79
2022-07-20,80
2022-07-21,71
2022-07-22,86
2022-07-23,50
2022-07-24,51
2022-07-25,77
2022-07-26,87
2022-07-27,73
2022-07-28,83
2022-07-29,77
2022-07-30,50
2022-07-31,68
2022-08-01,78
2022-08-02,69
2022-08-03,114
2022-08-04,86
2022-08-05,82
2022-08-06,52
2022-08-07,53
2022-08-08,89
2022-08-09,75
2022-08-10,72
2022-08-11,75
2022-08-12,82
2022-08-13,41
2022-08-14,42
2022-08-15,76
2022-08-16,90
2022-08-17,87
2022-08-18,104
2022-08-19,66
2022-08-20,54
2022-08-21,38
2022-08-22,72
2022-08-23,87
2022-08-24,92
2022-08-25,83
2022-08-26,64
2022-08-27,47
2022-08-28,48
2022-08-29,78
2022-08-30,82
2022-08-31,69
2022-09-01,75
2022-09-02,90
2022-09-03,47
2022-09-04,51
2022-09-05,62
2022-09-06,64
2022-09-07,95
2022-09-08,92
2022-09-09,81
2022-09-10,70
2022-09-11,58
2022-09-12,72
2022-09-13,62
2022-09-14,75
2022-09-15,93
2022-09-16,79
2022-09-17,64
2022-09-18,46
2022-09-19,57
2022-09-20,67
2022-09-21,95
2022-09-22,97
2022-09-23,55
2022-09-24,40
2022-09-25,51
2022-09-26,67
2022-09-27,84
2022-09-28,92
2022-09-29,104
2022-09-30,65
2022-10-01,49
2022-10-02,61
2022-10-03,67
2022-10-04,76
2022-10-05,72
2022-10-06,92
2022-10-07,86
2022-10-08,52
2022-10-09,66
2022-10-10,78
2022-10-11,74
2022-10-12,105
2022-10-13,93
2022-10-14,73
2022-10-15,57
2022-10-16,49
2022-10-17,66
2022-10-18,82
2022-10-19,100
2022-10-20,107
2022-10-21,85
2022-10-22,47
2022-10-23,56
2022-10-24,81
2022-10-25,92
2022-10-26,91
2022-10-27,78
2022-10-28,78
2022-10-29,48
2022-10-30,64
2022-10-31,72
2022-11-01,83
2022-11-02,67
2022-11-03,89
2022-11-04,96
2022-11-05,69
2022-11-06,65
2022-11-07,85
2022-11-08,86
2022-11-09,85
2022-11-10,97
2022-11-11,80
2022-11-12,68
2022-11-13,65
2022-11-14,70
2022-11-15,102
2022-11-16,104
2022-11-17,99
2022-11-18,82
2022-11-19,72
2022-11-20,70
2022-11-21,79
2022-11-22,96
2022-11-23,81
2022-11-24,89
2022-11-25,83
2022-11-26,53
2022-11-27,76
2022-11-28,66
2022-11-29,79
