date,value
2022-07-01,53
2022-07-02,33
2022-07-03,25
2022-07-04,52
2022-07-05,66
2022-07-06,46
2022-07-07,64
2022-07-08,44
2022-07-09,30
2022-07-10,27
2022-07-11,45
2022-07-12,54
2022-07-13,55
2022-07-14,49
2022-07-15,44
2022-07-16,26
2022-07-17,28
2022-07-18,49
2022-07-19,46
2022-07-20,59
2022-07-21,44
2022-07-22,42
2022-07-23,33
2022-07-24,32
2022-07-25,44
2022-07-26,44
2022-07-27,52
2022-07-28,69
2022-07-29,48
2022-07-30,31
2022-07-31,24
2022-08-01,57
2022-08-02,58
2022-08-03,50
2022-08-04,52
2022-08-05,55
2022-08-06,32
2022-08-07,31
2022-08-08,67
2022-08-09,49
2022-08-10,51
2022-08-11,50
2022-08-12,40
2022-08-13,23
2022-08-14,17
2022-08-15,41
2022-08-16,49
2022-08-17,34
2022-08-18,42
2022-08-19,46
2022-08-20,31
2022-08-21,26
2022-08-22,55
2022-08-23,43
2022-08-24,57
2022-08-25,54
2022-08-26,52
2022-08-27,32
2022-08-28,35
2022-08-29,45
2022-08-30,64
2022-08-31,49
2022-09-01,42
2022-09-02,41
2022-09-03,17
2022-09-04,29
2022-09-05,43
2022-09-06,50
2022-09-07,50
2022-09-08,53
2022-09-09,54
2022-09-10,29
2022-09-11,29
2022-09-12,54
2022-09-13,40
2022-09-14,48
2022-09-15,45
2022-09-16,43
2022-09-17,21
2022-09-18,22
2022-09-19,44
2022-09-20,42
2022-09-21,60
2022-09-22,50
2022-09-23,42
2022-09-24,36
2022-09-25,28
2022-09-26,48
2022-09-27,42
2022-09-28,46
2022-09-29,51
2022-09-30,44
2022-10-01,21
2022-10-02,23
2022-10-03,45
2022-10-04,41
2022-10-05,61
2022-10-06,50
2022-10-07,46
2022-10-08,28
2022-10-09,30
2022-10-10,35
2022-10-11,59
2022-10-12,51
2022-10-13,44
2022-10-14,48
2022-10-15,27
2022-10-16,24
2022-10-17,44
2022-10-18,43
2022-10-19,54
2022-10-20,55
2022-10-21,53
2022-10-22,20
2022-10-23,18
2022-10-24,38
2022-10-25,53
2022-10-26,43
2022-10-27,56
2022-10-28,53
2022-10-29,33
2022-10-30,27
2022-10-31,36
2022-11-01,36
2022-11-02,49
2022-11-03,44
2022-11-04,66
2022-11-05,30
2022-11-06,25
2022-11-07,48
2022-11-08,54
2022-11-09,51
2022-11-10,52
2022-11-11,38
2022-11-12,25
2022-11-13,22
2022-11-14,66
2022-11-15,49
2022-11-16,51
2022-11-17,42
2022-11-18,46
2022-11-19,28
2022-11-20,19
2022-11-21,43
2022-11-22,45
2022-11-23,47
2022-11-24,47
2022-11-25,26
2022-11-26,19
2022-11-27,21
2022-11-28,42
2022-11-29,46
