date,value
2022-11-30,927
2022-12-01,919
2022-12-02,741
2022-12-03,563
2022-12-04,530
2022-12-05,793
2022-12-06,874
2022-12-07,795
2022-12-08,769
2022-12-09,677
2022-12-10,521
2022-12-11,497
2022-12-12,848
2022-12-13,782
2022-12-14,790
2022-12-15,734
2022-12-16,684
2022-12-17,425
2022-12-18,403
2022-12-19,663
2022-12-20,743
2022-12-21,669
2022-12-22,592
2022-12-23,555
2022-12-24,372
2022-12-25,319
2022-12-26,435
2022-12-27,558
2022-12-28,570
2022-12-29,602
2022-12-30,552
2022-12-31,341
2023-01-01,321
2023-01-02,569
2023-01-03,655
2023-01-04,719
2023-01-05,745
2023-01-06,622
2023-01-07,437
2023-01-08,432
2023-01-09,629
2023-01-10,688
2023-01-11,694
2023-01-12,773
2023-01-13,644
2023-01-14,399
2023-01-15,359
2023-01-16,609
2023-01-17,637
2023-01-18,735
2023-01-19,701
2023-01-20,590
2023-01-21,420
2023-01-22,417
2023-01-23,625
2023-01-24,619
2023-01-25,689
2023-01-26,647
2023-01-27,621
2023-01-28,376
2023-01-29,373
2023-01-30,659
2023-01-31,670
2023-02-01,757
2023-02-02,670
2023-02-03,620
2023-02-04,370
2023-02-05,404
2023-02-06,613
2023-02-07,686
2023-02-08,713
2023-02-09,704
2023-02-10,584
2023-02-11,394
2023-02-12,402
2023-02-13,616
2023-02-14,628
2023-02-15,613
2023-02-16,635
2023-02-17,556
2023-02-18,339
2023-02-19,382
2023-02-20,567
2023-02-21,672
2023-02-22,687
2023-02-23,659
2023-02-24,628
2023-02-25,358
2023-02-26,348
2023-02-27,566
2023-02-28,620
2023-03-01,610
2023-03-02,630
2023-03-03,575
2023-03-04,379
2023-03-05,367
2023-03-06,625
2023-03-07,626
2023-03-08,565
2023-03-09,620
2023-03-10,545
2023-03-11,320
2023-03-12,385
2023-03-13,561
2023-03-15,578
2023-03-16,562
2023-03-17,491
2023-03-18,352
2023-03-19,330
2023-03-20,520
2023-03-21,567
2023-03-22,555
2023-03-23,574
2023-03-24,563
2023-03-25,356
2023-03-26,383
2023-03-27,608
2023-03-28,589
2023-03-29,650
2023-03-30,603
2023-03-31,559
2023-04-01,384
2023-04-02,351
2023-04-03,531
2023-04-04,597
2023-04-05,586
2023-04-06,563
2023-04-07,499
2023-04-08,358
2023-04-09,342
2023-04-10,462
2023-04-11,578
2023-04-12,584
2023-04-13,613
2023-04-14,599
2023-04-15,359
2023-04-16,374
2023-04-17,541
2023-04-18,650
2023-04-19,598
2023-04-20,605
2023-04-21,497
2023-04-22,321
2023-04-23,365
2023-04-24,494
2023-04-25,579
2023-04-26,529
2023-04-27,514
2023-04-28,470
2023-04-29,307
2023-04-30,310
