date,value
2023-11-30,85
2023-12-01,111
2023-12-02,69
2023-12-03,70
2023-12-04,115
2023-12-05,109
2023-12-06,118
2023-12-07,110
2023-12-08,102
2023-12-09,52
2023-12-10,49
2023-12-11,120
2023-12-12,100
2023-12-13,108
2023-12-14,115
2023-12-15,90
2023-12-16,42
2023-12-17,44
2023-12-18,106
2023-12-19,113
2023-12-20,114
2023-12-21,85
2023-12-22,76
2023-12-23,31
2023-12-24,38
2023-12-25,40
2023-12-26,60
2023-12-27,81
2023-12-28,83
2023-12-29,89
2023-12-30,39
2023-12-31,26
2024-01-01,34
2024-01-02,101
2024-01-03,101
2024-01-04,96
2024-01-05,72
2024-01-06,54
2024-01-07,53
2024-01-08,117
2024-01-09,113
2024-01-10,126
2024-01-11,124
2024-01-12,102
2024-01-13,47
2024-01-14,59
2024-01-15,102
2024-01-16,99
2024-01-17,109
2024-01-18,111
2024-01-19,121
2024-01-20,49
2024-01-21,58
2024-01-22,116
2024-01-23,97
2024-01-24,97
2024-01-25,121
2024-01-26,94
2024-01-27,70
2024-01-28,61
2024-01-29,116
2024-01-30,107
2024-01-31,112
2024-02-01,110
2024-02-02,120
2024-02-03,64
2024-02-04,60
2024-02-05,95
2024-02-06,111
2024-02-07,150
2024-02-08,101
2024-02-09,106
2024-02-10,59
2024-02-11,48
2024-02-12,100
2024-02-13,100
2024-02-14,89
2024-02-15,112
2024-02-16,115
2024-02-17,67
2024-02-18,61
2024-02-19,117
2024-02-20,111
2024-02-21,119
2024-02-22,122
2024-02-23,88
2024-02-24,43
2024-02-25,53
2024-02-26,91
2024-02-27,97
2024-02-28,107
2024-02-29,120
2024-03-01,110
2024-03-02,62
2024-03-03,59
2024-03-04,96
2024-03-05,113
2024-03-06,131
2024-03-07,155
2024-03-08,88
2024-03-09,44
2024-03-10,65
2024-03-11,110
2024-03-12,113
2024-03-13,105
2024-03-14,106
2024-03-15,92
2024-03-16,43
2024-03-17,59
2024-03-18,101
2024-03-19,123
2024-03-20,101
2024-03-21,111
2024-03-22,101
2024-03-23,52
2024-03-24,53
2024-03-25,102
2024-03-26,99
2024-03-27,99
2024-03-28,113
2024-03-29,77
2024-03-30,55
2024-03-31,55
2024-04-01,91
2024-04-02,106
2024-04-03,89
2024-04-04,110
2024-04-05,96
2024-04-06,44
2024-04-07,46
2024-04-08,119
2024-04-09,84
2024-04-10,112
2024-04-11,92
2024-04-12,88
2024-04-13,53
2024-04-14,48
2024-04-15,98
2024-04-16,93
2024-04-17,119
2024-04-18,94
2024-04-19,115
2024-04-20,52
2024-04-21,38
2024-04-22,99
2024-04-23,107
2024-04-24,97
2024-04-25,95
2024-04-26,90
2024-04-27,58
2024-04-28,55
2024-04-29,79
2024-04-30,86
